source_id,ra,dec,phot_g_mean_mag,bp_rp,parallax
1645499935008174720,227.68535676530405,67.78099292364475,6.15649,0.22776604,6.563823577864819
1661568850770761600,209.3832813779638,61.49382239097013,6.169921,1.2205868,99.3324946213853
1687031134888475008,204.29527500408673,71.24221782928295,5.136686,1.3725772,7.907687468456421
1691020678470465024,182.44599451461076,74.66138726302943,6.2253966,0.66310406,14.028785403868646
1718837223141975680,207.75367074098187,80.7678936819668,6.380495,1.2284541,7.075348421666808
1728674141358771840,183.8314573534341,87.70035139518129,6.1886435,0.45529127,20.66850439285029
1760176180287452800,315.75759548406785,14.730048441802825,5.5236053,2.1401796,3.0805060605189483
1775004778213735168,332.963863851598,16.040478120102815,5.6828136,1.1147203,18.459330163303328
1781427197430539904,332.6257527964849,20.977941260901964,6.433182,0.14912844,4.446128966516239
1872046574983497216,316.753662752556,38.75607277205679,5.4506445,1.7153406,286.0053518616485
1926649147044326784,355.56098994974457,44.991638067939675,5.8714204,1.6769547,4.200102509796911
1961481400532411648,332.76531303929465,43.0305916879388,6.451894,1.268569,4.393310686046445
1980828991263480448,325.52362107018854,51.18961175597395,4.642398,-0.1440301,2.2726484970883414
2002400103727404032,340.5866823904173,53.90871060076014,5.511809,1.8074827,2.6189319240125832
2007614640707006976,337.57790164896153,57.225430601733756,6.4911976,0.88344955,0.23745502395665447
2015008169195620096,350.1438828880648,62.213259927405225,5.83003,1.729682,1.3554820582343026
2067857153357270656,308.6500112686264,41.0984801027894,6.1427727,1.6468921,3.397250802899848
2080615134673470848,295.36469739938923,47.32816129440844,6.3223658,2.2417512,1.936941020456702
2081722205447961088,304.0026276319744,45.57928128895278,5.7650576,0.5798731,29.28449291936389
2085021702404054528,303.9303019590967,50.232970619445574,6.380481,0.14204645,8.628440357771876
2085689174678945920,298.77173407377137,47.54104868591836,6.4376125,1.2005782,6.50319359957423
2088673489753821056,299.18828847192844,50.90256785699606,6.4584665,-0.013072014,9.410584409365176
2119559183688863488,282.28270393219475,47.51569384304369,5.6287804,3.6228485,3.6481903279577517
2132788541955849984,288.019487966497,49.85850904811307,6.3792667,0.8149748,39.58086000897815
2134604351047361920,286.229826581385,53.39675092070844,5.394147,-0.017370224,9.081590995597308
2138547474623459072,294.38399083762283,54.95779332535857,6.3076944,2.4089866,1.5573042207311536
2143168240957479040,290.06699102346136,57.645169362523525,5.1485696,2.0232072,4.3056860586171055
2147691356915948032,281.2308997665354,54.8971766196379,6.0690513,0.98042536,3.618418241833299
