hip,ra,dec,hp_mag,b_v,plx,pm_ra,pm_de
34940,108.45161484786424,-22.90578607693552,6.272,-0.184,2.29,-3.25,2.63
35301,109.3819895253897,-6.680026056217087,6.4093,1.624,3.31,-24.83,12.94
35304,109.39050144941953,52.13111459974293,6.0941,1.259,5.45,-1.14,-18.87
35476,109.84321706688662,2.740719806611905,6.057,1.069,5.12,-2.04,-9.26
35699,110.48708077266932,20.443716421545385,5.2102,1.528,7.36,-61.46,-23.61
35941,111.13935050842213,27.637818924355436,5.8579,0.368,17.42,12.22,14.96
36055,111.46334889975937,-5.774953653290827,6.1444,0.901,2.69,-5.09,-2.52
36186,111.78329827284294,-17.864864955636065,5.6871,0.314,10.83,-2.52,1.45
36340,112.19690791078095,15.109859638154784,6.2254,-0.04,4.45,-7.76,-16.17
36439,112.48273619185169,49.672662049831764,5.458,0.47,49.41,111.48,-83.14
36778,113.46270621071524,-36.338401678382034,5.376,-0.078,2.75,-7.94,4.0
36795,113.51335824092615,-22.29618047456322,4.5496,0.521,39.53,-39.87,46.84
37165,114.55984506162945,24.36039297537548,6.4555,0.337,23.47,9.13,20.49
37406,115.20649118224559,57.08287530628272,6.2252,1.44,4.67,-24.47,-4.15
37441,115.30185607102506,48.131851628573365,5.748,1.011,10.38,-53.61,-131.26
38206,117.41657947681371,-14.085357397126735,6.4488,1.66,3.54,-6.07,0.06
38325,117.77396076134053,54.12911101561423,6.135,0.496,33.78,-39.88,53.78
38623,118.62199155456122,47.38597324000429,6.4195,1.133,4.05,-14.16,2.81
38917,119.46555672045623,-45.577744840466615,5.3055,1.263,11.21,-17.8,30.67
39138,120.08320524079599,-63.56750281542893,4.7573,-0.173,6.53,-1.89,19.21
39191,120.23275927462755,25.392820070687723,6.0347,1.021,4.92,16.56,7.52
39847,122.11459768204953,51.506675744578686,4.8196,0.048,13.04,-60.95,-3.11
42147,128.86967444279722,-26.843532964605476,6.0366,0.393,5.57,-30.98,18.17
42265,129.27410978884632,9.65559622102452,5.9576,0.083,6.68,-26.88,-6.87
42334,129.46736837865944,-26.254970108155202,5.2406,-0.03,14.07,-24.49,-13.02
42540,130.08007158567787,-40.263893491557845,5.1869,-0.027,11.68,-56.09,8.39
42556,130.1126356534233,19.544840803545316,6.3427,0.17,5.56,-35.6,-12.98
42624,130.30475063093647,-47.31714119592852,4.8052,0.137,1.28,-9.9,7.49
42679,130.48714007386607,-45.41072578107314,5.2752,0.171,0.43,-5.21,4.92
42715,130.57922921396175,-53.100114929089095,5.448,-0.127,6.53,-23.61,24.25
42799,130.80619301437213,3.3986656003283855,4.2274,-0.192,5.56,-19.39,-1.08
43082,131.6272963840443,-45.9125165056595,5.52,0.238,0.37,-5.27,4.13
43352,132.46458738133333,-32.78040806032734,5.351,0.876,14.57,-1.82,-48.6
43822,133.87335270007787,-7.971089377034747,6.1509,0.22,11.3,5.17,-26.42
44191,135.02266729943378,-41.2537379395472,4.5767,0.646,15.5,-40.08,54.59
44892,137.19758805760162,26.630012060412657,6.0909,0.654,32.25,-138.07,-369.97
45437,138.89470932948507,-57.57776243947724,6.4819,1.037,2.96,-15.12,8.65
45439,138.90317395011934,-38.56991780380629,5.0852,1.084,14.52,-70.78,-10.08
46093,140.9972448801881,-51.737091254741294,6.1889,0.528,0.05,-4.74,3.85
46460,142.12749147276992,-66.70198886942062,5.9102,0.012,12.88,-34.86,45.72
46744,142.912367603411,-10.5519698240065,6.2025,0.261,19.45,36.58,-21.55
46859,143.23241313600136,-13.516806346448977,6.0755,1.501,4.41,-8.07,1.72
47310,144.61410469204696,4.649414252770665,4.821,1.31,11.04,-163.18,-50.88
47654,145.7384935875849,72.25268527752247,5.3153,1.029,6.82,-27.47,-27.52
47963,146.626587709785,-44.755059127522024,5.5094,-0.176,3.27,-13.34,-0.78
48002,146.77557343823875,-65.07201886992092,3.0186,0.273,2.27,-11.51,4.71
48356,147.86951018273456,-14.846549956342672,4.2725,0.918,12.36,18.88,-21.85
48638,148.76394980678612,61.11613083784294,6.4575,1.036,8.35,7.08,-2.11
49293,150.9207930131316,-9.57376934518616,6.199,1.671,2.82,-7.12,-9.12
49764,152.37582914863336,-68.68283273945234,5.817,0.015,4.78,-17.89,20.27
50191,153.68447404035803,-42.12206274890238,3.8653,0.051,32.18,-150.09,49.44
50234,153.83705306789435,-36.517735187885954,6.3333,1.058,9.31,-28.21,7.19
50303,154.0603310078903,29.310559810732038,5.5064,0.02,12.51,-70.9,-23.47
50333,154.16979651405867,13.728371304509508,5.5108,1.65,5.57,-22.47,-14.12
50414,154.40790249866023,-8.068920906418036,5.3281,0.336,16.86,-160.57,2.91
50993,156.2479199316634,-58.57631776536118,6.0099,0.315,10.42,-74.54,6.79
51077,156.5412785110919,-42.73839850834194,6.2999,1.129,10.2,-94.59,-38.69
51425,157.53671880295357,-66.98466658735622,6.198,-0.004,3.72,-17.81,5.44
51984,159.31718283084354,-53.855265138422936,6.3767,-0.15,2.28,-11.21,2.65
52150,159.81640749518945,-74.49338396261659,6.1832,1.683,2.29,-19.04,-0.42
52727,161.69217531736922,-49.420125034540035,2.8299,0.901,27.84,63.22,-54.21
52736,161.7135175941674,-64.38349687407009,4.8036,-0.149,6.79,-17.96,9.65
53035,162.7726669024642,-3.0926405455201396,6.0972,1.475,6.45,-56.44,-10.04
53465,164.06044702041717,42.00839216223611,6.1936,1.123,10.47,14.52,-97.61
53954,165.5824214885381,20.179745735513762,4.4298,0.053,25.73,-8.67,39.07
54430,167.0657099551938,-29.97245493377542,6.4898,0.029,7.53,9.56,-12.85
55084,169.16568379440605,-3.6515144077930723,4.5165,0.21,17.71,-110.37,-37.16
55485,170.45563076998528,57.07484325732463,6.4832,0.161,12.37,-57.89,5.7
55791,171.45876249312542,3.8601943629269377,6.4367,0.345,17.88,-84.17,-33.61
55874,171.7898971540151,-12.356807098349183,6.0406,0.49,14.27,-98.96,24.25
56318,173.19808775025453,-7.827524826269505,6.0868,1.38,6.78,-7.73,2.19
56727,174.4521140536005,-67.62035355514882,6.1073,1.013,9.22,-83.85,-9.87
57439,176.6285376456875,-61.17835910215233,4.2658,0.895,8.37,-21.87,-16.41
57629,177.25584256752325,-0.31867818600097986,6.2613,0.518,28.5,-205.36,2.63
57670,177.4241629343906,34.9317392694442,5.8347,0.467,14.4,-117.96,7.75
58460,179.82307365866558,33.167021067144795,6.1203,1.153,4.4,-0.44,-7.02
59608,183.3583102697231,10.262360176186512,5.9207,0.262,19.93,-93.46,-7.65
59923,184.37748879891316,28.93710330717822,5.7662,0.16,18.2,-33.85,36.11
60168,185.07435004650313,26.00182890313893,6.2312,0.306,15.51,-141.87,19.27
60595,186.2991706283832,-11.61051283409409,5.9675,0.043,14.18,-60.62,-31.34
60813,186.96499554862223,-4.615282664171018,6.3223,0.43,13.53,-87.73,3.23
60965,187.46659680752492,-16.515094047191074,2.9449,-0.012,37.55,-210.49,-138.74
61270,188.3427833770519,-19.79248607706956,6.3405,0.304,7.64,-29.85,-25.5
61317,188.43788549592733,41.35676762852681,4.3682,0.588,118.49,-704.75,292.74
61394,188.712990820296,22.62918959552757,4.7908,0.012,10.52,-58.89,28.31
61916,190.34602054047244,-46.145727133129874,5.9643,1.475,3.6,-71.33,58.77
61966,190.4858200194081,-59.685810818197666,4.9034,-0.044,3.41,-24.66,-3.66
61968,190.4881652559847,6.806644171250386,5.5779,0.002,13.98,-72.16,-10.99
62327,191.59478956070717,-56.48877965423588,4.5756,-0.15,8.48,-33.03,-14.84
62608,192.437290073616,-71.98624524652624,5.7159,1.154,6.98,9.74,-5.95
25,0.07936601637869646,-44.290297301595416,6.4211,0.763,12.29,58.04,-109.17
910,2.8162836693325355,-15.467322729595613,5.0025,0.487,53.34,-83.38,-270.17
950,2.9328672020771416,-35.13339601678734,5.3425,0.459,47.0,169.83,114.56
2661,8.421087931234508,-29.558206780211354,5.7087,1.262,6.06,-29.43,-29.84
2707,8.603693218824702,66.75035215096395,6.4624,-0.049,5.27,23.92,-1.18
3092,9.831655861146222,30.861225971232958,3.4328,1.268,30.91,114.45,-84.02
3693,11.834959189732935,24.267376760919383,4.2487,1.1,17.24,-101.17,-81.77
3885,12.471287159788416,27.710311532758936,5.6451,0.398,11.29,88.17,-10.15
4440,14.195586805005028,60.36284787504512,5.5488,-0.054,6.06,26.13,-3.79
5170,16.53220751730903,-23.99236897688577,6.2836,1.076,8.52,-41.28,-33.15
5204,16.640077072457363,12.955973541474494,6.2996,0.962,7.5,13.5,25.94
5434,17.375508904894314,47.241824495741554,4.235,0.012,4.55,4.05,-12.43
5824,18.676666183616973,6.995196628973744,6.2076,1.081,6.28,-13.45,-24.33
5896,18.939563381653215,-68.8762370725398,4.9639,0.48,47.72,412.11,127.74
6522,20.945065647773127,78.72604823588118,6.1598,0.389,0.1,-4.39,3.39
7601,24.479083165070797,-82.97528853339273,6.0069,0.62,36.52,122.41,119.98
7607,24.497926320287743,48.628486346068385,3.7515,1.275,18.41,61.95,-112.15
7825,25.164835396996313,43.29776345274107,5.6994,0.214,14.37,109.41,-31.97
7999,25.681320609726207,-3.6901167975272804,5.1677,1.378,2.74,-10.0,-34.84
8820,28.34615314759002,-38.59470332777007,6.2597,1.125,9.0,128.64,28.99
8991,28.9593768924949,-78.34867735342597,6.254,0.448,24.62,103.13,53.57
9564,30.718724480631227,64.90149398491147,6.0162,0.029,11.92,-12.65,-12.52
9631,30.95051277475266,-0.34014628433095717,6.0997,0.851,9.01,80.87,-42.36
10155,32.656425161540334,19.500403698104396,5.7378,1.641,5.84,87.88,-27.82
10234,32.89934000383474,-1.825348745149176,6.0991,0.967,8.4,-11.27,-32.96
11029,35.50600210773373,-10.777334361700776,5.5187,0.364,33.72,153.14,-84.29
11095,35.71864231277007,-73.64582093213987,6.1606,1.088,10.28,-80.75,11.97
11569,37.26661747958334,67.40238406339516,4.5135,0.153,24.55,-26.61,38.21
12413,39.94966510778823,-42.89163302824378,4.7613,0.061,28.02,88.2,-17.82
13254,42.64547596675577,38.318908431506244,4.3081,0.343,27.01,195.77,-109.98
13387,43.078942041500994,-62.90959830332158,6.1852,1.249,6.11,61.4,5.82
13700,44.102730967262836,64.33244435781954,6.248,1.994,1.43,-4.46,-0.45
13835,44.52369953761164,-23.606138385019094,5.9692,1.334,4.92,71.12,52.14
14060,45.2915275955375,-7.662836393028867,5.9196,1.043,10.07,101.02,-69.97
14104,45.46782449175259,5.336103339446154,6.4071,1.041,8.36,44.59,18.95
14315,46.15854784874811,1.863605692899123,6.2088,1.045,7.58,25.63,-0.33
14887,48.03976333072564,42.375947389576154,6.1229,-0.099,4.99,16.95,-19.25
14913,48.10699548183175,-44.41965367933447,6.0359,0.44,23.53,81.63,-4.57
16210,52.21794554572452,49.84844593109625,5.5651,-0.054,6.22,22.1,-26.46
16266,52.41328220189437,-6.804239117879967,6.1572,1.02,8.42,-84.25,-90.06
16368,52.71534386699142,-66.48971822216214,5.7993,-0.055,3.76,16.98,1.42
16509,53.14465222193007,-50.378848489205104,5.835,1.101,10.44,93.66,83.71
16599,53.412924520388934,54.97486064612852,6.0225,0.114,13.44,-41.32,-0.54
17342,55.67805937989041,59.969384596288236,5.8393,1.736,1.58,-0.24,3.73
17573,56.4566381084869,24.367857968003722,3.8591,-0.063,8.51,20.95,-45.98
17588,56.51203202335398,24.52800593417149,6.4389,-0.02,8.58,19.88,-44.37
17678,56.80929757333955,-74.23924238474918,3.342,1.59,15.24,50.85,114.74
17798,57.148846085073274,-20.902936210066184,5.9238,1.602,5.5,-31.66,-16.81
17846,57.28384512879569,43.96302370015471,6.0395,0.279,13.48,-5.95,30.31
18717,60.15369365982591,17.296734501816555,6.3385,0.056,5.08,1.22,-30.97
18957,60.9358494670698,5.435637544697969,5.2951,-0.08,5.09,2.18,-5.56
19376,62.25650286090146,13.398298460464911,5.9604,0.052,8.03,16.29,-7.07
19812,63.72440698676914,48.40937309877535,4.287,0.935,3.62,5.52,-17.37
20417,65.59471257310479,20.821418909054113,5.9458,1.66,1.4,-1.8,-0.55
20842,67.00300695491921,21.620005805141112,5.7887,0.27,21.22,97.93,-41.7
20934,67.33351031372149,-46.515359194967395,6.2999,1.062,8.16,51.74,36.44
21689,69.84640643632325,25.21830267825191,6.259,0.176,9.41,19.2,-11.01
21861,70.51435913846693,-37.14476604681958,5.1297,0.391,34.88,46.59,193.56
22028,71.03312421901859,-18.666543119455977,5.5474,0.025,10.66,52.64,-17.63
22720,73.29081286744834,52.841184953851695,6.43,0.068,7.28,-15.64,-12.46
22845,73.72376741120365,10.151144885559715,4.6861,0.085,28.04,41.49,-128.73
23482,75.70302230884128,-49.15147330624051,5.4746,0.421,38.35,-43.67,27.37
23743,76.55057991340769,59.02140301166206,6.2439,1.112,4.57,-4.21,-26.68
23777,76.65304816677343,-13.122658514907199,6.042,-0.03,8.8,20.03,14.48
23871,76.95178573700795,20.418454586307355,5.3302,0.118,17.21,-46.0,-31.08
25028,80.38268248222532,-0.41649413666182095,5.6293,-0.125,3.25,0.76,0.75
25288,81.15042022481393,2.3531672578724097,6.2697,-0.145,2.16,-0.2,-0.9
25816,82.7027070136271,41.462077890066276,6.1609,1.112,7.76,2.49,-34.66
25980,83.17231048762117,-1.591832650959904,5.2744,-0.188,2.09,-1.95,0.8
26069,83.40631789311978,-62.489855742333226,3.903,0.64,3.24,0.79,12.74
26190,83.73933999730777,-61.175983137849165,6.4678,0.845,10.49,-7.04,-27.45
26241,83.85825447706156,-5.909899864574958,2.6706,-0.21,1.4,1.42,-0.46
26311,84.05338543565338,-1.2019172414620227,1.6235,-0.184,1.65,1.44,-0.78
26382,84.26545689986398,17.04040899791017,5.5961,0.237,20.58,42.24,-33.69
26616,84.86294363699876,21.763006903481045,6.4501,0.066,5.69,0.2,-31.84
26865,85.55815988265184,-22.3737369068784,5.9088,0.08,3.28,0.58,9.04
27364,86.92877025732274,13.899631460527894,5.2279,-0.156,5.15,4.97,-12.95
27581,87.62043128839787,14.30569867632123,5.7182,1.006,10.3,7.27,-37.53
27583,87.62012004053481,-52.76790534780954,6.4682,0.746,4.66,-7.28,10.54
27625,87.73423288186399,51.51469872934446,6.4551,1.047,11.4,165.56,-46.84
27731,88.07189954809708,58.96413915162774,6.1325,-0.036,6.74,-1.25,-21.94
27778,88.16700075024008,33.91744081660091,6.1211,1.579,4.23,17.81,8.09
27913,88.59618361596245,20.276414653316643,4.5219,0.594,115.43,-162.54,-99.51
28385,89.94095441340257,55.32107207260266,6.4929,0.318,9.87,-5.06,-89.25
28390,89.94978898715557,54.547111733339186,6.3036,1.197,10.62,-0.93,-41.9
28691,90.86400148211992,19.690610067258334,5.1135,-0.097,4.54,9.27,-19.9
28820,91.26076710626144,37.96428788681947,6.4724,0.825,5.47,-4.06,-6.25
28991,91.7640119060586,-62.15441124707194,5.2044,1.256,9.02,21.72,-69.82
29404,92.94129239777791,52.64736390855984,6.327,0.141,9.71,2.37,-72.66
29490,93.21271993470752,65.71849919946946,5.5162,1.344,4.56,6.97,-31.72
29771,94.0320685752955,-16.618008611760914,5.9081,-0.167,4.19,-7.83,1.06
29931,94.52337905956097,14.382848394545535,6.1428,0.035,4.54,-4.31,3.85
30798,97.06987815417101,1.9127164551819738,6.463,-0.064,6.19,-5.37,-15.64
30815,97.11711997969235,16.238504475654132,6.3989,0.894,14.51,-92.18,-48.73
31072,97.80457222896221,-35.25886115739034,5.9704,0.813,5.3,-3.51,9.19
31137,97.99296550182136,-58.75384089439026,5.679,-0.057,4.31,-1.34,1.77
31385,98.69303334208922,7.572499346411538,6.45,-0.01,8.66,-14.95,-4.85
31434,98.80025822804478,28.02234399848293,5.268,-0.008,8.82,0.31,-13.9
31457,98.85093455739579,-36.77993015165975,5.5514,-0.13,6.4,-8.21,21.25
31697,99.46960118936002,4.9566667092267975,6.2041,0.091,0.15,-0.37,1.29
31700,99.47260805468014,-18.237457089330565,4.5975,1.137,7.74,-7.32,-8.72
31737,99.5959139465364,28.984391530821803,5.7655,-0.001,9.41,-16.61,-15.94
32698,102.31839210048385,-2.272027965765673,5.7301,-0.098,5.68,-7.85,-5.24
33048,103.27109233632761,59.44865477470213,5.4813,0.675,6.7,-11.94,-46.32
29650,93.71223287130891,19.15688947045083,5.2959,0.43,48.04,-97.29,-183.23
29692,93.82379582126663,-18.47701268580169,6.1494,1.058,15.99,14.56,-62.25
29716,93.89315527299283,-0.5116587193961162,5.7306,0.505,26.89,-157.54,-217.82
30093,94.99835142884473,-2.944490424444394,5.0033,1.613,7.02,-6.42,-1.26
30867,97.20447391009017,-7.033051658289562,3.7921,-0.113,4.82,-6.86,-2.76
31579,99.13682389857874,38.445552215048764,5.3488,2.773,0.38,-0.5,-19.9
32402,101.47383846207111,-52.40971351134908,5.9362,1.551,2.53,-3.65,8.55
32480,101.6847460140871,43.577024904093626,5.3677,0.575,59.82,-1.07,164.25
32533,101.83268471373644,8.03728285879069,4.9161,1.396,6.62,-23.8,-11.76
32537,101.83919511857096,-37.92967248119845,5.2453,-0.078,10.06,-10.04,-10.25
32609,102.05096831241254,55.70444829759599,5.6455,0.0,22.59,56.4,-105.83
32938,102.92687417272694,-36.23012593053442,6.0046,0.183,18.11,-39.42,-60.35
32990,103.09530860976173,-5.316243940447143,6.4592,0.977,7.09,-20.56,-13.93
33041,103.25588602498568,38.869139781208695,6.1925,0.406,6.64,-3.88,6.87
33077,103.32851256227379,-19.032778910937502,5.7267,0.279,10.47,-48.6,6.66
33210,103.67517936987393,-1.7564851883946766,6.3023,0.487,0.89,-0.38,-1.01
33729,105.09900231741257,-8.406824588102229,5.9326,-0.075,3.03,-6.57,2.59
33827,105.339148598993,70.80833408870265,5.846,1.337,6.41,12.74,-15.46
34142,106.19600998963958,-22.03160173134194,6.2525,1.225,9.44,14.23,-36.35
34297,106.64986445239775,-12.3939533330358,6.4538,-0.124,0.29,-3.06,1.92
34339,106.779524555064,-40.89329571394354,5.745,-0.158,4.2,-10.13,10.13
35210,109.15348729319237,-23.315601261768236,4.9479,1.601,2.3,-4.28,2.83
35384,109.63324587687693,49.46474639174872,5.0523,0.087,9.35,-1.82,2.81
35626,110.26808525674403,-25.891675985126284,5.9069,1.604,5.1,-12.57,12.03
35737,110.57746532321744,-2.9791600490615586,6.37,0.686,6.2,-1.39,-4.8
36039,111.40911867363336,-79.09420288020733,5.688,1.281,6.99,-29.86,5.19
36388,112.3278137325558,-1.9053070738373232,5.728,1.493,1.46,-11.15,-9.11
36393,112.33526398870956,28.118403827772116,5.1152,0.12,18.51,-32.68,-52.49
36395,112.34156926319426,-14.998094302315085,6.1512,0.479,28.5,-187.46,-231.03
36962,113.98071676314649,26.896003052925693,4.1682,1.54,12.04,-34.12,-106.96
37031,114.14487577765485,5.862104034702354,6.0234,0.602,25.44,-109.28,27.53
37428,115.2438453776935,23.01855850069172,6.0485,1.561,2.14,-6.83,-12.22
37614,115.7725729223362,0.189364676964157,6.3378,1.047,5.81,1.08,-13.1
37664,115.92428235463811,-40.933329604351414,5.2921,1.104,15.03,131.44,-170.12
37901,116.5090059584131,-6.7722845397187,5.6414,1.378,12.18,48.98,-93.69
38370,117.91817872463452,-42.888222221948524,5.981,-0.181,1.56,-6.78,7.7
38394,117.98667877977505,19.325177310504152,6.2017,1.125,7.2,-50.06,-37.91
38474,118.19946285451374,-5.428187254166746,5.8573,0.412,25.18,-20.3,-28.96
38518,118.3256783807523,-48.1029483543388,4.1865,-0.13,1.97,-5.6,5.76
39180,120.20040487505769,19.816235343835494,6.469,1.109,8.3,9.8,-8.24
39876,122.1815956538456,-20.363178351241814,6.4191,0.141,1.72,-6.96,1.86
39898,122.23689516245679,-11.33964523162894,6.3232,0.011,3.43,-13.33,-2.63
39974,122.44875234618159,-42.640823503622684,6.2603,-0.036,3.4,-9.41,7.93
39995,122.51583146599017,58.2484230662114,6.06,1.365,3.8,-19.35,-72.69
40016,122.585719517119,-49.23735981151091,6.4139,-0.14,1.86,-9.72,4.72
40155,122.99988048369539,-46.64436988435033,5.9042,0.626,1.33,-4.08,7.42
40215,123.20328566331656,68.47405418401152,5.5047,1.037,4.34,-0.85,7.44
40259,123.3332294603055,-15.78821464690006,5.1622,1.066,3.75,-12.41,-3.35
40693,124.59908452889813,-12.629769549104891,6.0937,0.754,80.04,278.99,-987.59
41152,125.95220450743594,53.219951378149354,5.5632,0.125,19.83,-27.06,-98.69
41323,126.46634632851334,-42.153104015149474,5.4028,-0.142,4.54,-16.25,13.15
41400,126.68312519677997,12.65486250503281,5.5917,1.608,3.62,-19.07,-103.47
41970,128.33278554408122,-38.37068962975106,6.4291,-0.153,2.13,-11.01,6.39
42249,129.20324299402313,74.723720112395,6.3701,0.308,13.21,-15.02,-18.14
42372,129.5927478506129,53.40157518330691,5.8189,0.964,12.24,-77.14,-14.66
42538,130.0763088343274,31.941974184124387,6.3035,0.401,8.07,-39.22,-32.56
43305,132.3405735943916,-3.4429706848341546,5.2749,-0.08,7.24,-19.21,-21.9
43624,133.27470565465302,59.05614276631334,6.4397,0.414,16.51,15.43,-2.05
43902,134.1543233360995,4.2365855677665705,6.2932,1.001,2.3,1.32,-1.42
43970,134.31213784570295,15.322717080139151,5.2761,0.149,21.87,61.47,19.4
44010,134.42512173672216,9.38777771659856,6.3511,0.984,3.78,-8.28,-5.57
44031,134.49430919224784,30.23375862159184,6.3534,0.474,18.01,48.1,27.48
44738,136.74977362424647,1.4627323280594935,6.2266,1.648,4.01,-10.87,-15.65
44824,137.0119055683924,-25.858536919855982,4.7275,1.594,5.82,35.65,0.3
45214,138.21097047698123,-60.91681528199438,6.3527,-0.044,5.77,-21.12,18.76
45333,138.5856296934315,61.423394988367676,5.3096,0.605,51.1,-6.98,-32.15
45386,138.73819112543396,-37.60236606646482,6.0076,0.827,5.08,4.04,-12.35
45544,139.23791107741633,-39.40145475211655,5.4748,1.166,9.45,-29.81,-34.06
45590,139.3798567645793,46.81719927436676,5.9823,0.063,7.67,15.72,12.1
45603,139.42628603281474,-54.49485739800631,6.4655,1.403,3.73,-22.94,11.81
45856,140.23679328718157,-62.40463295710228,4.9557,0.926,13.96,-13.96,-0.19
45902,140.3733283104316,-25.9654163867456,4.7991,1.633,6.49,-12.24,-9.29
45920,140.45878621462336,-55.51487109339688,5.6759,0.19,12.32,-64.84,76.62
46049,140.86388942892637,-60.302329843917576,6.4495,1.477,1.51,-9.34,5.85
46407,141.95495021749912,-71.78120375673795,6.4197,0.413,17.57,-77.56,42.29
47592,145.56113125343148,-23.916208619263788,5.0366,0.534,66.61,-399.57,262.92
47717,145.92625550106087,-53.891361657133096,5.5496,-0.042,9.51,-66.95,33.07
47791,146.1526040651204,64.98406579182716,6.2802,0.419,10.48,-54.28,18.87
48402,148.026501397823,54.06428572269559,4.5812,0.038,6.41,-6.0,19.16
48615,148.71765445597615,-19.00926975932435,5.0366,1.559,5.31,-44.09,-37.0
49065,150.18293633736198,-82.21474562810239,5.5479,0.035,8.69,-26.34,31.27
49321,151.01178513958484,-18.101413812837787,6.2891,-0.06,6.41,-29.33,3.21
