hip,ra,dec,hp_mag,b_v,plx,pm_ra,pm_de
73184,224.363965190261,-21.41128123951332,5.877,1.024,171.22,1037.06,-1725.87
73199,224.39632993744866,65.93238127333802,4.5808,1.59,7.1,-78.23,32.5
73334,224.79041163247214,-42.104141654665135,3.0671,-0.208,8.51,-17.62,-22.51
73415,225.04724208981295,-77.16052504483982,6.0882,1.052,4.28,-13.61,-10.77
73634,225.7753483302532,35.20577304814441,5.6865,1.023,11.65,-40.11,8.83
74047,226.98645805501408,-65.27543829900247,6.3103,1.47,4.98,9.35,-4.61
74096,227.14818713259498,25.10863670561019,5.9781,1.233,6.99,-1.88,-1.01
76519,234.41337203997614,69.28321734814588,5.7958,1.371,4.25,-48.92,51.47
76866,235.44746525072,12.847538499900677,5.3402,0.033,14.84,38.42,-3.76
76939,235.6598011406826,-37.42489657201495,5.3993,0.987,12.51,-50.49,-17.74
77227,236.52354111884284,-1.8041155938926705,5.3852,-0.035,7.25,-23.15,-30.5
77277,236.66647754743644,62.59969471958118,5.2198,0.062,11.4,41.1,-56.41
77336,236.82230082243694,14.115271661120387,5.7478,0.094,13.04,-55.49,32.42
77541,237.48966980090853,-48.91238199465951,5.8776,0.068,16.78,-28.27,-10.61
77634,237.73975775394157,-33.6271049676939,3.9547,-0.045,16.71,-5.1,-24.85
77661,237.81642983162956,20.97787542273941,4.8612,1.534,8.7,-53.32,18.87
78012,238.9481880587623,37.94676331375393,5.5175,0.352,24.06,29.28,80.14
78105,239.22284047718264,-33.966022687272655,5.143,0.129,23.6,23.27,-37.85
78180,239.44830386155573,54.74950365428841,5.0295,0.269,29.78,-151.24,106.39
78469,240.27710829392694,-54.577798900209736,6.1938,0.264,7.59,-39.22,-41.95
78486,240.33145143284563,-31.889134222899525,6.4785,1.454,4.63,7.98,-0.57
78726,241.07432851951478,-33.213635246049456,6.1795,0.338,9.12,-30.45,-32.77
79497,243.3449993831765,-55.54084556208134,5.8685,0.365,14.98,-99.75,-42.28
79599,243.62038977696656,-21.107563101864343,6.4232,0.002,9.2,-15.07,-29.52
79622,243.72265112381334,-25.47692223068548,6.0756,0.027,6.72,-9.41,-21.73
79686,243.9472706903232,27.422176724140243,6.2963,1.334,8.3,-34.25,-39.58
80763,247.35194829095929,-26.43194598227583,0.9757,1.865,5.89,-12.11,-23.3
81065,248.36443325216686,-78.89695903661355,4.0203,0.923,20.87,-125.51,-78.25
81428,249.47003289635728,78.9185636478678,6.4994,1.141,7.45,-23.8,44.73
81659,250.2139958927468,12.395056758075974,6.0998,0.046,10.43,-31.42,-5.51
82110,251.58844852812138,-58.50356845467674,5.7073,-0.101,3.31,-1.07,-10.59
82363,252.44629781259835,-59.041316537983974,3.876,1.562,10.9,39.73,-24.91
82539,253.0740969105324,-67.68151353964919,6.4898,1.289,7.41,-53.06,-49.64
82730,253.64879821623384,-6.153928886327344,5.397,1.1,13.55,-31.3,-21.64
83269,255.27927872685856,-56.555014830130574,6.3901,0.1,4.99,-3.88,-27.06
83317,255.4170028437983,75.2976666034971,6.2497,0.306,21.46,14.41,-69.85
83650,256.45193873221933,-44.10510237655152,6.254,0.281,14.35,11.1,25.77
83853,257.05690044290714,-1.0793775546060238,6.0913,0.074,11.17,-13.83,-38.86
84379,258.75801747088764,24.839587304493794,3.1501,0.08,43.41,-21.18,-156.48
84431,258.92290164942943,23.742704519877396,6.145,1.335,5.77,-40.81,23.14
84656,259.5970006130809,38.81121437837454,6.1379,1.011,10.3,-12.19,75.31
84821,260.0409437425017,25.53764395976835,5.3913,0.063,7.3,15.41,-14.89
85112,260.9207206030828,37.14592405181933,4.1529,-0.011,8.29,-39.38,7.71
85242,261.2759425242714,-24.24371281329872,6.34,1.103,7.92,23.8,10.34
85267,261.3485823942874,-56.37768799644211,3.271,-0.15,2.93,-0.44,-15.77
85549,262.2536037638628,-43.97389904071198,6.2827,-0.01,1.75,-2.76,-8.08
85839,263.1026466297328,-34.27932401387058,6.2396,0.36,8.3,-10.37,-33.27
86011,263.67704486367893,-32.581657887771854,5.7039,0.045,0.77,3.92,-2.76
86246,264.3621587174883,-38.06635735583022,6.4193,1.244,1.13,0.06,-2.69
86847,266.175024144676,-42.72930019638627,5.9239,0.163,13.87,5.36,-0.77
86871,266.23268327110446,-57.545510387358306,6.1285,0.912,7.94,18.68,-11.83
87428,267.99769913643763,-1.2368116775292628,6.495,1.126,9.02,-4.85,0.49
56445,173.59189977696218,3.0604149583217746,5.861,0.48,36.73,-183.04,-102.93
56970,175.17705087486456,-53.96854855458873,6.0319,1.67,2.86,-11.72,-24.17
57565,176.99677662940107,20.21894110791804,4.6286,0.547,14.02,-145.49,-4.34
58809,180.93554044267287,5.55795203622217,6.4968,0.476,14.26,-150.96,-83.08
58884,181.16227834874292,-68.32889677619833,5.347,-0.012,9.39,-39.14,-5.82
59920,184.3731760711047,53.19144104982985,5.9575,1.33,9.46,38.21,-44.24
60044,184.70860520536752,75.16055008538079,5.4903,0.054,10.22,-35.46,4.62
60742,186.73469864645278,28.26861971380074,4.5164,1.128,19.5,-83.95,-81.13
60855,187.09369142061504,-39.04113788394889,5.4365,-0.073,7.47,-28.01,-13.76
60978,187.4891616158297,58.40552654665023,5.4208,0.205,11.94,-64.08,90.04
61103,187.83928370270914,7.60428306282872,6.1762,1.523,4.06,-21.32,10.37
61296,188.39278760399088,-12.830328486394242,5.736,0.861,20.26,-17.64,52.09
61318,188.4449885052798,-9.452077624407798,5.4867,-0.035,12.62,-83.46,0.22
61384,188.68360537915854,70.02177292356357,5.0822,1.312,5.42,-30.44,-1.89
61420,188.78397442975447,21.881431481401698,6.0242,1.242,5.11,22.37,-19.35
61789,189.96900592317422,-39.98724157075363,4.6037,-0.082,8.94,-43.38,-25.25
62026,190.70748245906407,-55.946960992273134,6.064,-0.023,9.22,-35.04,-16.55
63033,193.7446099488732,-44.15140651653409,6.0129,0.633,24.94,-237.89,-230.95
63066,193.83108960870103,-42.91570148979738,5.5509,1.668,4.93,-37.65,-12.81
63497,195.16190022070785,18.37286517335251,6.301,0.466,25.45,-235.38,59.74
63608,195.5448355546778,10.959101887591663,2.998,0.934,29.76,-273.8,19.96
63916,196.46783042694003,45.26848982776156,5.7937,1.135,7.54,-13.88,25.21
64179,197.3017600068957,10.022467818041722,5.9557,1.025,10.58,21.9,-0.53
64224,197.43870176715492,-10.329308793398125,6.0791,1.49,4.7,-13.29,-8.39
64238,197.48754970223797,-5.538929270195609,4.369,-0.008,10.33,-36.28,-31.22
65109,200.1502732684016,-36.71208082760546,2.7717,0.068,55.49,-341.11,-86.14
65112,200.15772679614437,-52.74778485194329,5.4194,-0.125,7.98,-30.48,-16.54
65241,200.54054037658287,5.154850851046889,5.9238,0.109,15.17,-69.44,-35.39
65536,201.5334300551463,72.39149827210396,5.9196,1.652,2.78,22.55,-9.76
65550,201.56907072863464,46.0281036590688,6.0431,0.985,7.92,30.45,-18.73
65581,201.6801854651684,-12.707612689500754,5.3888,1.477,7.41,-129.31,-20.83
66006,202.99144187560495,-6.255710564367183,4.7615,1.606,8.16,-103.94,-43.87
66019,203.02245143436767,-38.398753990641154,6.3112,1.031,10.21,44.31,-35.95
66320,203.88036286184706,-5.3963918952471674,5.8648,0.95,10.29,16.08,82.4
66992,205.9380552862972,22.700512487674,6.2582,1.447,5.87,49.02,-36.72
67005,205.97831447516927,52.064427480469014,6.0369,0.017,10.41,-18.62,-5.23
67057,206.12424661359472,-16.179058660555665,5.7085,0.805,3.96,12.76,-5.41
67143,206.40390666595576,-26.1159846475478,5.8211,0.023,11.49,-72.81,-9.76
67199,206.5605867821502,-54.683312641980564,6.4692,0.116,9.53,-30.85,-22.79
67665,207.9478729330202,34.444317816427294,4.7831,1.611,5.43,-20.02,-32.33
67819,208.38675109834327,-35.66419391577483,5.6321,0.444,19.13,-83.39,-25.36
68279,209.66643806711886,14.649417386882295,6.1504,1.43,5.85,-63.77,-58.63
68643,210.76742488539642,-17.3669896240864,6.4658,1.38,8.94,-183.96,-9.58
69191,212.47898583963277,-53.43872569225868,4.9002,0.938,17.88,-144.78,-90.34
69415,213.1918044774791,-27.261099999116148,5.2345,1.13,14.99,-14.14,-33.83
70949,217.6891188501288,4.772316742232119,6.1508,1.421,4.7,2.29,-11.76
70952,217.69291501064833,63.185764121002826,6.1983,0.428,31.46,-177.75,9.43
71115,218.13592475171382,22.259960804304576,5.997,0.391,18.51,-126.86,40.25
72296,221.7710771292668,-38.29043775186616,6.0513,1.336,6.51,50.53,-82.62
72471,222.2798710310394,-56.667538458423394,6.381,1.107,12.1,-105.48,-120.08
72631,222.75425085310098,-2.2988496671417935,5.0912,0.988,14.92,89.97,-124.57
72683,222.90967992167933,-43.57529421058892,4.2816,-0.154,8.07,-25.2,-27.13
72959,223.65800257112076,-33.30056085038837,5.9878,1.429,3.12,-9.22,-5.21
73166,224.298667619691,16.388139600202454,5.8814,0.951,6.13,-3.44,-5.26
74707,229.01679863169946,-41.49114311082164,5.2833,0.564,1.85,-7.63,-4.11
74941,229.7047784834254,-60.49632329220999,5.4043,-0.089,0.92,-2.69,-2.86
75118,230.25566850540912,-15.548385170873287,6.2288,0.393,17.65,27.86,18.35
75141,230.34306942980533,-40.64745902753625,3.1417,-0.227,3.69,-19.49,-25.29
75828,232.3511512092147,-46.73269087010352,5.3563,1.731,2.98,-7.79,-5.31
76013,232.87841932149118,-73.3895466907674,5.3535,-0.146,2.63,0.56,-18.4
76996,235.81708722277074,-84.46550807049613,5.6126,0.118,15.12,137.34,95.52
77186,236.41458840417152,0.8910496218538442,6.498,1.195,5.15,10.81,-3.67
77516,237.40527319217028,-3.430141214420814,3.5411,-0.036,19.23,-100.28,-25.99
77562,237.5296277514902,-53.209675443119046,5.7644,-0.076,10.58,-27.33,-38.81
77985,238.87714601906788,-31.083704480406123,6.3569,1.371,7.15,31.76,24.68
78104,239.2211946616457,-29.2140120792324,3.8095,-0.199,6.91,-15.68,-24.88
78132,239.3110195584787,14.414267927528975,5.6969,1.141,13.52,-122.48,88.16
78401,240.08338222784874,-22.621620364687654,2.2617,-0.117,6.64,-10.21,-35.41
78459,240.26166251487453,33.305388019812355,5.5246,0.612,58.02,-196.63,-773.02
78493,240.36079437197387,29.851078259570286,4.9684,-0.05,10.46,-38.31,-6.56
78933,241.70180216596208,-20.6691346625738,3.9307,-0.046,6.92,-8.98,-23.48
79007,241.90646269038282,9.891759924537203,5.6981,0.2,10.1,-20.03,-8.02
79045,242.02070724324992,17.05445290966607,6.4171,1.14,1.55,-25.7,-39.45
80047,245.08681278401548,-78.69565595319904,4.6689,1.68,4.28,-10.23,-37.43
80112,245.2971773725769,-25.59275250727599,2.9227,0.299,4.68,-10.6,-16.28
80170,245.4801819544545,19.153021793339317,3.8125,0.299,16.93,-47.39,43.81
80247,245.73534893769914,32.33303002027685,6.4459,0.083,5.57,21.84,-6.53
80888,247.76162357095754,35.22510760634392,6.38,1.64,3.2,-8.16,-16.98
81007,248.14865063718483,5.5212212532328016,5.6197,-0.044,8.45,16.24,-0.78
81292,249.0572170341486,52.92435553604078,5.0706,-0.027,7.91,-12.48,26.29
81305,249.09402504038962,-42.85885429613084,5.5409,0.338,2.4,-5.39,-2.25
81507,249.7196177752575,-60.99031792904704,6.1422,-0.073,5.61,-2.27,-34.98
81911,250.96557894133267,34.038663496939435,6.1011,0.321,18.75,-72.4,57.14
81992,251.25086783993507,-28.509656285851136,6.0308,0.103,4.61,-27.21,0.48
82028,251.34377169163793,15.745411880651435,5.6468,1.637,7.19,22.77,-51.21
82339,252.36528926946045,-15.668000710326057,6.2533,0.234,13.5,-1.09,13.27
82673,253.50209748357412,10.165443362463991,4.34,-0.088,13.3,-53.8,-34.04
83176,254.99043244216818,-25.092161350047828,5.9457,1.607,6.03,4.1,-15.1
83608,256.3340933917113,54.469862664233204,5.017,0.471,36.45,-58.16,67.87
84021,257.6276892375496,52.4087909003299,6.2978,-0.025,8.24,-15.04,-8.89
85187,261.1408151036254,15.606021659739245,6.3476,-0.017,6.52,7.91,10.03
85355,261.62866508323646,4.140342363335051,4.4833,1.48,3.62,0.72,7.03
85520,262.16213161909843,-55.16966500158839,6.0982,1.113,3.31,2.52,-8.92
85715,262.7307128016266,31.158100809838878,5.797,0.96,8.27,3.77,16.33
85727,262.77490444621856,-60.68360658539178,3.5681,-0.104,16.48,-54.01,-99.25
85760,262.86447147766626,-80.85902849490458,5.8449,1.617,3.69,-2.28,-42.6
86313,264.539637172998,-10.92624678020463,5.8998,1.228,8.49,-13.9,-8.37
86486,265.09888441467734,-49.41515473452926,4.85,0.415,46.62,103.22,-176.51
87808,269.06324411477044,37.25052159396869,4.0284,1.35,4.33,2.67,6.47
87936,269.4491936651091,-41.71625827436515,4.9671,1.617,7.22,-3.97,-15.02
88127,270.0140505245661,80.000523597741,6.1677,0.521,13.77,47.06,120.37
88128,270.014252652617,16.75094483553352,4.8451,1.254,4.86,-7.51,-10.46
89440,273.8040381343202,-20.38796943862579,5.9569,-0.023,-0.43,-0.01,-1.38
89908,275.1893392156132,71.33772739311455,4.2004,-0.093,10.77,-5.03,37.86
64822,199.3080130940991,-43.97944134740794,5.8814,0.187,15.41,3.43,-12.29
64844,199.38598808927236,40.57256274086104,4.7902,0.306,12.34,-125.28,18.47
64852,199.40119507670448,5.469845038746315,4.8642,1.638,4.83,-6.06,9.14
64951,199.70140283945256,-79.97596124656799,6.3412,-0.027,6.8,-18.3,-22.92
65545,201.5478370445274,-1.1924837148187337,6.0254,0.183,12.77,-113.0,4.91
66091,203.21536867311517,-15.363012290867808,5.6871,1.228,6.34,-76.31,-0.49
67153,206.4231944478809,-33.043366095022265,4.3195,0.39,51.54,-462.49,-146.49
68431,210.1368911916865,-78.58995905400985,6.0966,0.007,4.17,-14.27,-8.87
70236,215.55844641353798,29.369984248775168,6.4081,1.44,4.23,-38.37,-25.87
70576,216.5450068336034,-45.37926058908301,4.4387,0.434,10.22,14.62,-7.33
70663,216.8012480611477,-46.13406511006074,5.9009,0.311,14.74,-151.97,-74.79
70692,216.8813441575377,75.69593923842011,4.3883,1.431,9.09,8.79,21.76
70915,217.53608407477347,-45.32128781982793,5.4832,-0.087,6.84,-37.1,-27.78
71759,220.17650116784299,13.534361515460779,5.996,0.238,19.68,54.58,-16.57
72012,220.93518546680087,40.45920325881837,5.867,1.398,4.77,-13.76,21.01
72197,221.50074104828906,-25.44291578179787,5.0285,0.315,33.02,-151.5,-107.28
72208,221.52498881698463,15.131741154181839,5.5986,1.335,4.04,-85.49,18.86
72622,222.71990516163248,-16.041610273825267,2.7892,0.147,43.03,-105.68,-68.4
73111,224.13366548059838,-47.87914311555439,5.63,-0.035,5.91,-30.29,-21.86
73116,224.14907288866723,-39.41597187544503,6.3857,0.061,8.74,-39.44,-20.64
73133,224.19211303705993,-11.409727853495403,5.6073,1.491,5.94,8.63,9.35
73464,225.21783182218567,22.045573610843835,6.4537,1.179,4.15,-4.82,6.91
73555,225.48663803709547,40.39063698121587,3.6469,0.956,14.48,-40.15,-28.86
73714,226.0177582649498,-25.28185594756958,3.3093,1.674,11.31,-71.16,-43.34
73764,226.17875675258696,-40.86124206564992,6.1573,1.389,5.4,-5.52,-38.09
74026,226.91801638427287,5.498088867206574,6.3184,0.921,5.96,-1.78,-23.06
74305,227.8166011287891,-55.34601466148683,5.6155,1.118,1.51,-4.17,-7.65
74750,229.15289385827552,-60.90398650485998,5.7053,-0.057,1.94,-1.9,-3.07
74896,229.60214030223673,20.572810482017093,5.8469,0.972,9.15,-13.34,-20.39
76207,233.507239418757,-40.06634856437231,5.8668,1.695,2.84,-38.59,-33.67
76297,233.78525187941196,-41.16669506220677,2.7,-0.216,7.75,-15.62,-25.43
76333,233.8814141134479,-14.789553621762058,4.0672,1.007,19.99,65.34,7.45
76669,234.84451644389887,36.63582806907985,4.6131,-0.103,6.89,-14.82,-4.74
76716,234.98619116786134,-59.90781479799533,6.0568,0.505,32.33,-122.49,-215.11
76733,235.04315101076,12.052953582232371,6.3774,0.968,3.49,-16.64,-7.99
76880,235.48674350719892,-19.678575547137847,4.8503,1.574,10.57,-32.06,-103.15
76945,235.67098842238187,-34.7103331653762,4.6915,-0.151,8.97,-21.37,-29.98
77111,236.17562439235346,17.264210386418192,6.1538,0.002,8.8,-29.59,5.02
77655,237.80807252026077,35.65822666347094,4.959,0.996,32.79,-8.55,-348.44
78142,239.33888557283927,-36.18531338303909,5.951,1.095,4.12,-11.0,-10.54
78153,239.37447646775436,39.694964191332474,6.4694,1.11,8.17,-65.72,49.46
78279,239.74233358655667,-65.03757001740138,5.7305,-0.066,3.67,-9.71,-6.23
78574,240.66346708510028,47.240198590488,5.7835,1.164,7.3,-68.49,64.65
78650,240.83611217751232,-25.865148921566732,5.1173,1.234,15.71,-67.28,-37.59
78661,240.88081695164638,76.79388934027644,5.7545,0.051,6.35,-18.1,20.78
79098,242.18219646350903,-23.685352957193377,5.8739,0.02,7.35,-10.65,-25.64
79530,243.4396003358686,-24.422045864007835,6.4135,0.043,6.96,-8.89,-20.23
80021,245.01787763618447,21.132736690142767,6.2013,0.938,10.19,-24.52,-51.48
80057,245.11193176368644,-78.66742050138176,5.409,1.413,5.32,-1.75,-31.58
80161,245.45308925550046,69.10941708687518,5.4329,1.115,11.12,-18.15,-10.13
80480,246.43136863633876,78.96360057709488,5.6246,0.249,23.32,-112.09,105.67
80693,247.1415716874729,0.665167388143777,5.5359,1.461,8.01,6.62,-67.47
80945,247.92404697025376,-41.81714217337665,5.387,0.299,1.2,-4.35,-1.37
81126,248.5257887268879,42.436895998486726,4.2022,-0.013,10.36,-7.54,59.42
81580,249.91301155446234,-9.554232716231457,6.4355,0.492,24.96,12.04,-145.73
81641,250.1611961588887,4.219814623277699,5.7782,-0.004,11.11,1.88,-11.46
82355,252.41905855676984,43.4304595097947,6.3375,1.257,5.86,-10.43,-9.68
82554,253.11426318283887,-40.72310532169487,6.2986,-0.141,5.54,-9.08,-20.78
83430,255.78273355006507,14.092100399907759,5.0446,1.6,8.26,25.61,-63.15
83838,257.00867036832165,35.93521483601638,5.4836,0.309,18.43,-24.22,-16.11
83906,257.2272978276185,-3.882606930615987,6.4946,0.697,28.63,-55.43,-159.59
84573,259.3315435312893,33.100114063857845,4.7404,-0.166,4.9,-4.14,-5.43
84792,259.9723009578448,-17.756478884765,6.04,0.04,8.68,-2.85,-25.47
85020,260.6634086549293,-37.80463741990521,6.4479,0.682,0.51,-1.33,-0.07
85048,260.72806033590643,-37.22069317624149,6.08,1.075,8.84,19.4,-38.8
85068,260.7796353839366,-56.525556182175606,5.9287,0.994,8.25,8.08,3.68
85147,261.004484316911,-62.864131546886185,5.6388,-0.147,2.25,0.24,-8.63
85693,262.6845750142103,26.110604407693764,4.5456,1.434,8.83,18.81,16.62
85923,263.38167331162884,57.558708573301544,6.2824,0.602,4.0,6.96,4.95
86527,265.2439482642121,-32.214448274303415,6.1497,1.673,4.14,-2.01,-6.51
86782,265.9965128066898,53.80175504576089,5.7652,0.017,6.12,13.82,-16.51
87728,268.79640791783635,72.00513386594422,5.5071,0.34,3.09,8.33,-2.48
87875,269.26792881801015,0.06668750315563848,5.9881,0.11,8.44,15.85,-7.8
88192,270.1613146523553,2.9315872773881773,3.9704,0.029,2.65,1.15,-9.35
88469,270.96851889097684,-24.360726064389674,5.9561,0.031,0.49,0.19,-1.49
88794,271.8856280829365,28.762470286129766,3.8384,-0.018,9.65,-0.02,8.55
89172,272.9756953741516,31.405288439053837,5.0243,1.643,5.99,-14.71,24.99
89605,274.2814060229567,-56.023320005821844,5.3545,-0.05,4.29,-4.1,-13.3
89620,274.34860358460077,-28.288606687582412,6.4771,0.536,32.8,132.79,-151.58
90238,276.17520439723086,-7.075872415412953,6.45,1.161,10.52,134.0,-25.35
90982,278.3756667258211,-42.31245893897384,4.7824,0.994,5.85,33.27,-20.72
91159,278.9716357607819,16.975870269832768,6.3329,0.542,30.41,47.24,-71.06
91854,280.90549449038446,-64.55131122753109,5.9273,0.967,9.18,13.46,-47.7
91901,281.03304719698446,-36.71823401617302,6.4734,0.98,9.34,22.13,-42.11
91973,281.2007912657128,37.59456461010096,5.7902,0.285,20.97,18.7,20.98
92041,281.4139707214371,-26.99077919892278,3.1339,-0.107,13.63,50.61,1.22
92117,281.61909491195354,-0.9616390649971487,5.9234,0.131,8.94,20.44,-21.54
93085,284.4324135361554,-21.106623508376106,3.688,1.151,8.93,31.72,-13.33
93194,284.735935647754,32.689552939542075,3.2342,-0.049,5.26,-3.09,1.11
93203,284.773870255178,13.622548847349089,5.3783,0.573,20.65,18.86,-125.16
93437,285.45153733068736,33.621259778318695,6.3511,-0.117,3.84,-0.02,-1.88
93526,285.72704964416664,-3.69900337292976,5.4095,-0.005,6.53,11.68,6.4
94144,287.45055071226756,-19.803455869719357,6.275,1.156,8.44,22.36,-82.88
94916,289.71979801072104,9.61816148489932,6.4796,1.065,6.99,2.34,-38.4
95077,290.1589826912758,-22.40260313939151,5.659,0.276,18.06,-10.63,27.33
95281,290.7685012269816,-7.400562922577983,6.4482,1.455,7.5,14.68,-21.6
95398,291.09198640856255,16.937755971385073,6.2952,0.075,8.92,-5.48,-14.88
95557,291.5459646015566,-15.053249964142216,5.7206,0.007,4.67,18.63,-0.26
95560,291.5551835898831,20.097820448444512,5.609,-0.006,13.72,2.7,-35.53
95953,292.695127974432,36.22853277554843,6.2664,-0.015,5.18,0.85,-12.45
96198,293.42335011850463,49.262346449390364,6.0075,1.545,2.46,3.1,-11.99
97295,296.60659949890186,33.7286879668887,5.1064,0.476,47.1,23.25,-449.31
97485,297.2108350600688,33.4372971365231,6.4903,0.129,-0.02,-3.24,-5.95
98032,298.815329998087,-41.868413485020426,4.2773,1.063,17.94,22.61,51.4
73568,225.5271341039088,25.008256470878084,4.9265,1.506,8.78,-5.65,-48.34
74600,228.64069706848443,-17.768533481326628,6.1811,-0.015,4.08,-13.61,-16.34
74778,229.23707661051677,-60.95724455911753,5.0377,-0.077,0.89,-1.9,-3.06
75003,229.88240600536474,-37.09680746828528,6.3456,0.959,8.3,-77.37,-144.83
75312,230.8009434550569,30.2882415507534,5.1117,0.577,55.98,116.83,-171.37
75323,230.84440736303492,-59.32069819588194,4.537,0.169,7.27,-12.97,-34.24
75535,231.47209592595112,19.480724184934743,6.3856,0.618,24.24,-54.91,-5.39
76267,233.67162275770133,26.714910505694938,2.221,0.032,43.46,120.27,-89.58
76600,234.66410139634252,-29.77768932745124,3.5999,-0.177,8.89,-22.08,-24.46
77645,237.7783662514059,-55.05552545469638,5.7827,0.017,1.51,-4.11,-5.11
78540,240.5186926594661,-51.12073325308014,6.3894,-0.003,5.06,-11.18,-15.31
78662,240.8842529107889,-57.77487383814709,4.6904,0.252,25.39,-120.01,-82.09
79005,241.90183557490258,-12.745343140603175,5.7545,0.018,8.9,-42.16,-25.86
79357,242.9483531806282,42.37450874984835,6.0169,1.464,5.16,-6.67,23.35
79593,243.58652632115584,-3.6939756510887536,2.8283,1.584,19.06,-47.54,-142.73
81008,248.151659822984,11.488233762820784,4.9576,1.495,9.29,-178.84,-79.27
81440,249.5064932833744,-6.5379916751874125,6.1085,0.165,8.83,-9.1,-8.45
82020,251.32412369114704,56.78168680594713,4.9301,0.375,38.3,24.85,67.07
82171,251.83193437442483,-58.341392384071966,5.5494,-0.096,1.21,-4.64,-20.28
82172,251.83226995007584,42.23897963995135,5.8475,1.504,4.32,2.96,-26.02
82369,252.45822121328402,-10.782802218260846,4.7415,0.478,31.27,72.33,-78.8
82650,253.42682083313704,-43.0508908299923,5.8791,1.643,4.31,-14.59,-33.22
82676,253.507659190621,-41.80638329222082,5.52,0.176,1.26,-0.97,-3.19
83462,255.87580946672347,35.41415362710074,6.1659,1.467,4.35,28.68,-43.27
83567,256.1888723397462,-20.494643414202177,6.2843,-0.035,6.91,-5.17,-24.27
84151,258.0689679126878,-38.822419083720334,6.4636,1.05,8.75,16.67,-47.9
84402,258.83456517089746,-14.584124990121175,6.1532,1.096,11.19,-19.82,-4.21
84489,259.0903406639684,-35.74946498988875,6.2013,0.479,31.81,-111.09,-343.18
84949,260.4317198262811,39.97480792823306,5.6831,0.667,13.52,3.86,-61.18
85258,261.32498801520217,-55.52982386518489,2.9935,1.479,5.05,-8.51,-25.24
85543,262.2337061657676,-36.77826812141721,6.1479,1.112,4.08,-1.84,-6.55
85888,263.28045985302316,41.24359939979615,5.8875,1.089,10.05,-67.57,-61.71
86670,265.6219989324434,-39.02992100324995,2.3164,-0.171,6.75,-6.05,-25.54
86732,265.84175566290656,14.295099730604331,6.3192,0.426,8.31,1.26,28.07
87074,266.90330273082105,-14.725780972634212,5.9432,0.009,5.44,-21.65,-18.65
88109,269.9202017623266,-41.487045322400434,6.4835,-0.088,2.63,1.43,-3.77
88217,270.2387587104581,15.093791598288979,6.4237,0.747,22.44,-51.85,-99.7
88429,270.8106892667468,19.613157890343558,6.4248,0.017,8.56,-4.29,-1.31
88522,271.15565489389826,1.9190068384935781,6.1292,-0.056,-1.26,-0.43,-6.23
88567,271.25509305423486,-29.58007604067117,4.8104,0.774,3.75,2.62,-5.28
88670,271.5308371520606,-8.323915056943767,5.897,0.184,6.3,-3.76,-16.57
88745,271.7566986446985,30.56186845493454,5.1608,0.528,63.93,-100.32,110.08
88859,272.1254603206198,-45.76697282116,6.1096,-0.082,3.68,-2.88,-17.29
89047,272.6313842252304,54.28595220170401,6.1356,0.943,19.91,107.94,247.35
89156,272.9379650319112,33.44702771313528,6.0034,0.045,4.21,13.59,12.56
89604,274.27895148322153,40.93657213867182,6.2871,0.977,8.15,-174.21,63.5
90759,277.76229704283617,-41.91375719303974,6.0745,0.138,14.74,-2.12,-31.14
90936,278.25354478822305,-39.89182677162063,6.3161,0.429,27.04,87.41,-80.05
91105,278.7598481971588,-10.977193786277207,5.2803,0.926,9.91,49.69,-4.76
91494,279.89660337256936,-43.18577566030783,5.4878,1.654,5.1,-31.94,-43.09
91781,280.72961298857086,-19.28412812742415,6.0665,1.591,3.22,-10.29,-34.46
92294,282.15815734325406,-65.07748947094885,5.7822,0.268,14.77,-37.81,-78.03
92382,282.3958253990241,-43.4340400720255,5.5784,-0.077,6.77,-2.32,-25.49
92609,283.0543191294688,-62.18756067714875,4.1657,-0.15,2.28,-1.86,-13.02
92630,283.11335798410454,-46.59511929171758,5.6082,1.641,3.15,28.25,-0.56
92689,283.3064232980646,50.70828942382703,5.0755,0.903,7.15,0.1,-29.36
92782,283.5990258883303,71.29708946768073,4.9895,1.151,9.48,49.53,42.11
92931,284.0028035762334,-23.17371831921339,5.9156,-0.021,5.13,-0.4,-13.89
92951,284.06088429073714,4.202060299865889,5.056,0.204,19.25,42.13,23.98
93270,284.9921645051395,22.814492013183408,6.2729,1.672,4.63,-16.02,9.81
93683,286.17055760068286,-21.741354438791753,3.9215,1.011,22.96,76.35,-58.12
93805,286.56229133185064,-4.882334510960048,3.4026,-0.096,26.37,-18.69,-91.02
93845,286.6598369610237,24.25075801120963,5.8231,0.104,9.33,57.46,14.1
94624,288.833706891677,15.083678543700666,5.7457,1.067,4.71,0.55,-11.1
94713,289.09206444196997,38.13372785905512,4.5178,1.258,3.92,-0.8,0.36
94885,289.6353704393435,1.085085365890695,5.2687,1.143,8.79,12.3,17.47
95073,290.1486800392235,-0.8921685282136433,5.4532,-0.041,7.45,5.42,2.83
95294,290.80441926933855,-44.79964772873356,4.3514,0.35,24.31,93.45,-54.09
95812,292.32508067289166,0.2461050770272631,6.3977,1.317,5.08,12.75,-9.88
96204,293.4418092716777,5.465765201092839,6.209,1.471,4.94,-5.26,-24.24
96536,294.39365264340927,-14.301444487610693,5.5725,0.501,32.72,-104.87,-146.13
96706,294.8938620159403,45.95738004066903,6.4115,0.931,7.91,12.22,24.37
